Date,yield_10Y,yield_15Y,SPLB
2025-01-27,5.43,5.59,21.83133125305176
2025-01-28,5.43,5.59,21.77316665649414
2025-01-29,5.45,5.61,21.715002059936523
2025-01-30,5.42,5.59,21.78285789489746
2025-01-31,5.47,5.64,21.647140502929688
2025-02-03,5.47,5.64,21.730873107910156
2025-02-04,5.44,5.61,21.808759689331055
2025-02-05,5.37,5.53,22.052162170410156
2025-02-06,5.39,5.55,22.01321792602539
2025-02-07,5.44,5.6,21.87691116333008
2025-02-10,5.44,5.61,21.857440948486328
2025-02-11,5.47,5.64,21.779552459716797
2025-02-12,5.55,5.71,21.604305267333984
2025-02-13,5.45,5.62,21.87691116333008
2025-02-14,5.38,5.55,21.974271774291992
2025-02-17,5.38,5.55,
2025-02-18,5.44,5.61,21.808759689331055
2025-02-19,5.43,5.6,21.82823371887207
2025-02-20,5.41,5.58,21.896385192871097
2025-02-21,5.35,5.51,22.01321792602539
2025-02-24,5.33,5.49,22.09110641479492
2025-02-25,5.24,5.41,22.36371421813965
2025-02-26,5.22,5.38,22.412397384643555
2025-02-27,5.25,5.41,22.266357421875
2025-02-28,5.23,5.39,22.412397384643555
2025-03-03,5.19,5.36,22.510183334350582
2025-03-04,5.24,5.41,22.35372543334961
2025-03-05,5.29,5.45,22.265718460083008
2025-03-06,5.31,5.48,22.13859748840332
2025-03-07,5.34,5.51,22.089702606201172
2025-03-10,5.27,5.45,22.167932510375977
2025-03-11,5.35,5.52,21.962581634521484
2025-03-12,5.39,5.56,21.86479759216309
2025-03-13,5.37,5.54,21.982141494750977
2025-03-14,5.38,5.54,21.972362518310547
2025-03-17,5.35,5.52,22.05059051513672
2025-03-18,5.33,5.5,22.119041442871097
2025-03-19,5.28,5.45,22.275495529174805
2025-03-20,5.26,5.43,22.22660255432129
2025-03-21,5.29,5.46,22.148372650146484
2025-03-24,5.35,5.53,21.982141494750977
2025-03-25,5.33,5.51,22.011474609375
2025-03-26,5.37,5.55,21.85502052307129
2025-03-27,5.39,5.57,21.80612564086914
2025-03-28,5.32,5.5,21.972362518310547
2025-03-31,5.31,5.5,22.070144653320312
2025-04-01,5.28,5.47,22.177202224731445
2025-04-02,5.28,5.47,22.265596389770508
2025-04-03,5.25,5.44,22.196847915649418
2025-04-04,5.3,5.49,22.21649169921875
2025-04-07,5.52,5.7,21.538799285888672
2025-04-08,5.59,5.76,21.087003707885746
2025-04-09,5.63,5.81,21.656658172607425
2025-04-10,5.69,5.87,21.057538986206055
2025-04-11,5.75,5.93,21.16557502746582
2025-04-14,5.63,5.8,21.283435821533203
2025-04-15,5.57,5.75,21.46022605895996
2025-04-16,5.51,5.7,21.538799285888672
2025-04-17,5.54,5.73,21.46022605895996
2025-04-18,,,
2025-04-21,5.63,5.82,21.096826553344727
2025-04-22,5.6,5.8,21.204864501953125
2025-04-23,5.55,5.74,21.3914737701416
2025-04-24,5.46,5.66,21.67630195617676
2025-04-25,5.39,5.6,21.83344459533691
2025-04-28,5.34,5.56,21.87273406982422
2025-04-29,5.32,5.54,21.93166160583496
2025-04-30,5.36,5.58,21.715587615966797
2025-05-01,5.43,5.64,21.636659622192383
2025-05-02,5.48,5.7,21.587326049804688
2025-05-05,5.49,5.72,21.50839614868164
2025-05-06,5.46,5.7,21.537994384765625
2025-05-07,5.42,5.67,21.616924285888672
2025-05-08,5.49,5.74,21.488664627075195
2025-05-09,5.48,5.74,21.46893310546875
2025-05-12,5.52,5.77,21.478797912597656
2025-05-13,5.51,5.76,21.46893310546875
2025-05-14,5.54,5.79,21.3308048248291
2025-05-15,5.47,5.71,21.50839614868164
2025-05-16,5.45,5.7,21.57746124267578
2025-05-19,5.45,5.7,21.57746124267578
2025-05-20,5.46,5.72,21.45906639099121
2025-05-21,5.57,5.82,21.084148406982425
2025-05-22,5.53,5.79,21.232141494750977
2025-05-23,5.51,5.77,21.24201011657715
2025-05-26,5.51,5.77,
2025-05-27,5.43,5.68,21.57746124267578
2025-05-28,5.45,5.71,21.488664627075195
2025-05-29,5.4,5.66,21.656391143798828
2025-05-30,5.37,5.63,21.705720901489254
2025-05-31,5.39,5.65,
2025-06-02,5.43,5.69,21.60660743713379
2025-06-03,5.42,5.68,21.64625358581543
2025-06-04,5.33,5.58,21.884124755859375
2025-06-05,5.36,5.62,21.824657440185547
2025-06-06,5.45,5.71,21.666078567504883
2025-06-09,5.42,5.68,21.7453670501709
2025-06-10,5.4,5.66,21.834569931030273
2025-06-11,5.35,5.61,21.89403533935547
2025-06-12,5.3,5.55,22.112083435058594
2025-06-13,5.35,5.61,21.903947830200195
2025-06-16,5.38,5.63,21.804834365844727
2025-06-17,5.33,5.58,21.933679580688477
2025-06-18,5.33,5.58,21.963415145874023
2025-06-19,5.33,5.58,
2025-06-20,5.32,5.57,21.983238220214844
2025-06-23,5.28,5.54,22.01297187805176
2025-06-24,5.23,5.49,22.171552658081055
2025-06-25,5.22,5.48,22.131906509399418
2025-06-26,5.18,5.45,22.231021881103516
2025-06-27,5.21,5.48,22.16164207458496
2025-06-30,5.16,5.42,22.36977767944336
2025-07-01,5.16,5.42,22.43946647644043
2025-07-02,5.17,5.44,22.42951011657715
2025-07-03,5.2,5.46,22.34986686706543
2025-07-04,5.2,5.46,
2025-07-07,5.25,5.52,22.130847930908203
2025-07-08,5.27,5.55,22.041248321533203
2025-07-09,5.22,5.5,22.23040199279785
2025-07-10,5.22,5.5,22.240358352661133
2025-07-11,5.29,5.57,22.001428604125977
2025-07-14,5.29,5.56,22.001428604125977
2025-07-15,5.33,5.6,21.891918182373047
2025-07-16,5.29,5.57,21.901874542236328
2025-07-17,5.29,5.56,21.97156143188477
2025-07-18,5.25,5.54,22.001428604125977
2025-07-21,5.2,5.49,22.150758743286133
2025-07-22,5.18,5.46,22.22044563293457
2025-07-23,5.21,5.49,22.170669555664062
2025-07-24,5.21,5.5,22.150758743286133
2025-07-25,5.18,5.47,22.27022361755371
2025-07-28,5.2,5.49,22.180625915527344
2025-07-29,5.13,5.41,22.43946647644043
2025-07-30,5.17,5.45,22.31004524230957
2025-07-31,5.19,5.47,
