Date,SPLB
2022-03-18,23.662717819213867
2022-03-21,23.247282028198242
2022-03-22,23.12010955810547
2022-03-23,23.289674758911133
2022-03-24,23.323589324951172
2022-03-25,23.08618927001953
2022-03-28,23.315105438232422
2022-03-29,23.52705955505371
2022-03-30,23.620323181152344
2022-03-31,23.56097412109375
2022-04-01,23.773542404174805
2022-04-04,23.824560165405273
2022-04-05,23.263385772705078
2022-04-06,23.05931854248047
2022-04-07,22.872257232666016
2022-04-08,22.583168029785156
2022-04-11,22.277061462402344
2022-04-12,22.175033569335938
2022-04-13,22.345088958740234
2022-04-14,21.96246910095215
2022-04-18,21.71588897705078
2022-04-19,21.477815628051758
2022-04-20,21.868940353393555
2022-04-21,21.54584503173828
2022-04-22,21.48632049560547
2022-04-25,21.83492660522461
2022-04-26,21.817920684814453
2022-04-27,21.48632049560547
2022-04-28,21.58835792541504
2022-04-29,21.2142333984375
2022-05-02,20.994983673095703
2022-05-03,21.259449005126953
2022-05-04,21.498315811157227
2022-05-05,20.91819953918457
2022-05-06,20.679332733154297
2022-05-09,20.76464080810547
2022-05-10,20.892608642578125
2022-05-11,21.09735107421875
2022-05-12,21.063232421875
2022-05-13,20.875547409057617
2022-05-16,20.909669876098633
2022-05-17,20.73904800415039
2022-05-18,20.926734924316406
2022-05-19,20.943796157836914
2022-05-20,21.114416122436523
2022-05-23,21.012048721313477
2022-05-24,21.41300392150879
2022-05-25,21.737184524536133
2022-05-26,21.677471160888672
2022-05-27,21.839557647705078
2022-05-31,21.600683212280273
2022-06-01,21.499696731567383
2022-06-02,21.525367736816406
2022-06-03,21.42266845703125
2022-06-06,21.200138092041016
2022-06-07,21.396989822387695
2022-06-08,21.200138092041016
2022-06-09,21.03752326965332
2022-06-10,20.840669631958008
2022-06-13,20.1816349029541
2022-06-14,20.06182289123535
2022-06-15,20.43840789794922
2022-06-16,20.498315811157227
2022-06-17,20.566783905029297
2022-06-21,20.19875717163086
2022-06-22,20.446956634521484
2022-06-23,20.660932540893555
2022-06-24,20.660932540893555
2022-06-27,20.361377716064453
2022-06-28,20.378490447998047
2022-06-29,20.566783905029297
2022-06-30,20.618135452270508
2022-07-01,20.887828826904297
2022-07-05,20.879236221313477
2022-07-06,20.776174545288086
2022-07-07,20.741819381713867
2022-07-08,20.690282821655273
2022-07-11,20.819116592407227
2022-07-12,20.84488296508789
2022-07-13,21.136899948120117
2022-07-14,20.930767059326172
2022-07-15,21.17125129699707
2022-07-18,20.94795036315918
2022-07-19,21.05101203918457
2022-07-20,21.03383445739746
2022-07-21,21.37738800048828
2022-07-22,21.600690841674805
2022-07-25,21.325851440429688
2022-07-26,21.34302520751953
2022-07-27,21.48904037475586
2022-07-28,21.6522216796875
2022-07-29,21.729522705078125
2022-08-01,21.845861434936523
2022-08-02,21.509775161743164
2022-08-03,21.88033103942871
2022-08-04,21.845861434936523
2022-08-05,21.483919143676758
2022-08-08,21.595945358276367
2022-08-09,21.4666805267334
2022-08-10,21.733835220336914
2022-08-11,21.346031188964844
2022-08-12,21.72521209716797
2022-08-15,21.664886474609375
2022-08-16,21.57871437072754
2022-08-17,21.311567306518555
2022-08-18,21.371885299682617
2022-08-19,21.018569946289062
2022-08-22,20.8289737701416
2022-08-23,20.8720645904541
2022-08-24,20.794506072998047
2022-08-25,21.070274353027344
2022-08-26,20.975479125976562
2022-08-29,20.742794036865234
2022-08-30,20.803115844726562
2022-08-31,20.51874351501465
2022-09-01,20.315500259399414
2022-09-02,20.28955078125
2022-09-06,19.874420166015625
2022-09-07,20.280900955200195
2022-09-08,20.220352172851562
2022-09-09,20.298200607299805
2022-09-12,20.194414138793945
2022-09-13,20.03874397277832
2022-09-14,20.220352172851562
2022-09-15,20.073328018188477
2022-09-16,19.978200912475586
2022-09-19,20.056039810180664
2022-09-20,19.761985778808594
2022-09-21,19.934961318969727
2022-09-22,19.53711700439453
2022-09-23,19.493885040283203
2022-09-26,19.052804946899414
2022-09-27,18.5684814453125
2022-09-28,19.035503387451172
2022-09-29,18.84523582458496
2022-09-30,18.810646057128906
2022-10-03,19.19188117980957
2022-10-04,19.313453674316406
2022-10-05,19.122400283813477
2022-10-06,19.078989028930664
2022-10-07,18.818464279174805
2022-10-10,18.514514923095703
2022-10-11,18.514514923095703
2022-10-12,18.48847007751465
2022-10-13,18.540565490722656
2022-10-14,18.2713623046875
2022-10-17,18.384252548217773
2022-10-18,18.540565490722656
2022-10-19,18.18452262878418
2022-10-20,17.958730697631836
2022-10-21,17.897939682006836
2022-10-24,17.85452651977539
2022-10-25,18.219249725341797
2022-10-26,18.349515914916992
2022-10-27,18.471094131469727
2022-10-28,18.5231990814209
2022-10-31,18.4016170501709
2022-11-01,18.610044479370117
2022-11-02,18.522842407226562
2022-11-03,18.39202880859375
2022-11-04,18.365863800048828
2022-11-07,18.243778228759766
2022-11-08,18.33970832824707
2022-11-09,18.261219024658203
2022-11-10,19.124568939208984
2022-11-11,19.1943416595459
2022-11-14,19.063528060913086
2022-11-15,19.45595932006836
2022-11-16,19.74374008178711
2022-11-17,19.647815704345703
2022-11-18,19.63909912109375
2022-11-21,19.621652603149414
2022-11-22,19.900712966918945
2022-11-23,20.21466064453125
2022-11-25,20.232101440429688
2022-11-28,20.040252685546875
2022-11-29,19.89199447631836
2022-11-30,20.18849754333496
2022-12-01,20.61301612854004
2022-12-02,20.840585708618164
2022-12-05,20.61301612854004
2022-12-06,20.718048095703125
2022-12-07,21.068166732788086
2022-12-08,21.033153533935547
2022-12-09,20.77931785583496
2022-12-12,20.726797103881836
2022-12-13,20.93686866760254
2022-12-14,20.971878051757812
2022-12-15,20.998144149780273
2022-12-16,20.840585708618164
2022-12-19,20.539260864257812
2022-12-20,20.143938064575195
2022-12-21,20.345996856689453
2022-12-22,20.372352600097656
2022-12-23,20.2054386138916
2022-12-27,19.81889533996582
2022-12-28,19.722261428833008
2022-12-29,19.924318313598633
2022-12-30,19.722261428833008
2023-01-03,19.94188690185547
2023-01-04,20.17029571533203
2023-01-05,20.21422004699707
2023-01-06,20.671043395996094
2023-01-09,20.76767349243164
2023-01-10,20.644681930541992
2023-01-11,20.899446487426758
2023-01-12,21.23328399658203
2023-01-13,21.136642456054688
2023-01-17,21.02243423461914
2023-01-18,21.35626792907715
2023-01-19,21.294775009155273
2023-01-20,21.11907386779785
2023-01-23,21.031219482421875
2023-01-24,21.224489212036133
2023-01-25,21.224489212036133
2023-01-26,21.23328399658203
2023-01-27,21.10150718688965
2023-01-30,21.004867553710938
2023-01-31,21.198139190673828
2023-02-01,21.499732971191406
2023-02-02,21.517375946044922
2023-02-03,21.199901580810547
2023-02-06,21.049983978271484
2023-02-07,20.92652702331543
2023-02-08,20.917701721191406
2023-02-09,20.670787811279297
2023-02-10,20.476776123046875
2023-02-13,20.617870330810547
2023-02-14,20.600238800048828
2023-02-15,20.423864364624023
2023-02-16,20.15049171447754
2023-02-17,20.28277015686035
2023-02-21,19.88593292236328
2023-02-22,19.974124908447266
2023-02-23,20.203397750854492
2023-02-24,20.00939178466797
2023-02-27,19.974124908447266
2023-02-28,19.98293685913086
2023-03-01,19.824445724487305
2023-03-02,19.806737899780273
2023-03-03,20.187463760375977
2023-03-06,20.098918914794922
2023-03-07,20.054658889770508
2023-03-08,20.036949157714844
2023-03-09,19.948400497436523
2023-03-10,20.391115188598633
2023-03-13,20.391115188598633
2023-03-14,20.29371452331543
2023-03-15,20.54163360595703
2023-03-16,20.550479888916016
2023-03-17,20.594758987426758
2023-03-20,20.497358322143555
2023-03-21,20.621320724487305
2023-03-22,20.709861755371094
2023-03-23,20.754135131835938
2023-03-24,20.84267807006836
2023-03-27,20.470802307128906
2023-03-28,20.435382843017578
2023-03-29,20.594758987426758
2023-03-30,20.639026641845703
2023-03-31,20.913511276245117
2023-04-03,21.022748947143555
2023-04-04,21.067157745361328
2023-04-05,21.19150161743164
2023-04-06,21.182621002197266
2023-04-10,21.084922790527344
2023-04-11,21.067157745361328
2023-04-12,20.96057891845703
2023-04-13,20.97834587097168
2023-04-14,20.898408889770508
2023-04-17,20.703012466430664
2023-04-18,20.845115661621094
2023-04-19,20.711896896362305
2023-04-20,20.800710678100586
2023-04-21,20.818477630615234
2023-04-24,20.951696395874023
2023-04-25,21.07603645324707
2023-04-26,20.94281768798828
2023-04-27,20.83623504638672
2023-04-28,21.067157745361328
2023-05-01,20.54202651977539
2023-05-02,20.90756607055664
2023-05-03,20.88973617553711
2023-05-04,20.782743453979492
2023-05-05,20.711414337158203
2023-05-08,20.47068977355957
2023-05-09,20.4796085357666
2023-05-10,20.66684341430664
2023-05-11,20.809492111206055
2023-05-12,20.631179809570312
2023-05-15,20.417194366455078
2023-05-16,20.28346061706543
2023-05-17,20.310211181640625
2023-05-18,20.212125778198242
2023-05-19,20.149721145629883
2023-05-22,20.12297248840332
2023-05-23,20.18539047241211
2023-05-24,20.08731460571289
2023-05-25,20.042728424072266
2023-05-26,20.18539047241211
2023-05-30,20.345870971679688
2023-05-31,20.461774826049805
2023-06-01,20.545032501220703
2023-06-02,20.4913272857666
2023-06-05,20.419702529907227
2023-06-06,20.4913272857666
2023-06-07,20.231706619262695
2023-06-08,20.42864990234375
2023-06-09,20.40180015563965
2023-06-12,20.473413467407227
2023-06-13,20.383892059326172
2023-06-14,20.4913272857666
2023-06-15,20.715126037597656
2023-06-16,20.68826675415039
2023-06-20,20.77777862548828
2023-06-21,20.77777862548828
2023-06-22,20.61664390563965
2023-06-23,20.697216033935547
2023-06-26,20.715126037597656
2023-06-27,20.68826675415039
2023-06-28,20.795686721801758
2023-06-29,20.571887969970703
2023-06-30,20.82254409790039
2023-07-03,20.761428833007812
2023-07-05,20.527753829956055
2023-07-06,20.249130249023438
2023-07-07,20.21318244934082
2023-07-10,20.330028533935547
2023-07-11,20.455848693847656
2023-07-12,20.698518753051758
2023-07-13,20.86029052734375
2023-07-14,20.680538177490234
2023-07-17,20.707504272460938
2023-07-18,20.815359115600586
2023-07-19,20.97713851928711
2023-07-20,20.78839111328125
2023-07-21,20.842315673828125
2023-07-24,20.806367874145508
2023-07-25,20.77041244506836
2023-07-26,20.869281768798828
2023-07-27,20.50977897644043
2023-07-28,20.698518753051758
2023-07-31,20.779409408569336
2023-08-01,20.458141326904297
2023-08-02,20.232528686523438
2023-08-03,19.925704956054688
2023-08-04,20.214475631713867
2023-08-07,20.106191635131836
2023-08-08,20.232528686523438
2023-08-09,20.295700073242188
2023-08-10,20.07911491394043
2023-08-11,20.034000396728516
2023-08-14,20.02496910095215
2023-08-15,19.862531661987305
2023-08-16,19.736196517944336
2023-08-17,19.63692283630371
2023-08-18,19.754243850708008
2023-08-21,19.57375717163086
2023-08-22,19.673017501831055
2023-08-23,20.106191635131836
2023-08-24,20.01594352722168
2023-08-25,20.061067581176758
2023-08-28,20.133262634277344
2023-08-29,20.3498477935791
2023-08-30,20.295700073242188
2023-08-31,20.3498477935791
2023-09-01,20.117862701416016
2023-09-05,19.891305923461914
2023-09-06,19.909427642822266
2023-09-07,20.018177032470703
2023-09-08,20.08161163330078
2023-09-11,19.981922149658203
2023-09-12,20.009113311767578
2023-09-13,20.04536247253418
2023-09-14,19.99098777770996
2023-09-15,19.945674896240234
2023-09-18,20.027236938476562
2023-09-19,19.945674896240234
2023-09-20,19.99098777770996
2023-09-21,19.63756561279297
2023-09-22,19.827869415283203
2023-09-25,19.50163459777832
2023-09-26,19.401948928833008
2023-09-27,19.302274703979492
2023-09-28,19.311325073242188
2023-09-29,19.247894287109375
2023-10-02,18.987565994262695
2023-10-03,18.66897964477539
2023-10-04,18.923851013183594
2023-10-05,18.832826614379883
2023-10-06,18.75090789794922
2023-10-09,19.06949234008789
2023-10-10,19.07858657836914
2023-10-11,19.306148529052734
2023-10-12,18.960264205932617
2023-10-13,19.15140724182129
2023-10-16,18.932954788208008
2023-10-17,18.75090789794922
2023-10-18,18.541547775268555
2023-10-19,18.268478393554688
2023-10-20,18.3595027923584
2023-10-23,18.577959060668945
2023-10-24,18.75090789794922
2023-10-25,18.4869384765625
2023-10-26,18.659883499145508
2023-10-27,18.587066650390625
2023-10-30,18.505138397216797
2023-10-31,18.45962905883789
2023-11-01,18.847368240356445
2023-11-02,19.19486427307129
2023-11-03,19.286314010620117
2023-11-06,19.149141311645508
2023-11-07,19.36861801147461
2023-11-08,19.560657501220703
2023-11-09,19.286314010620117
2023-11-10,19.4417781829834
2023-11-13,19.414339065551758
2023-11-14,19.780136108398438
2023-11-15,19.652103424072266
2023-11-16,19.880725860595703
2023-11-17,19.98131561279297
2023-11-20,20.127635955810547
2023-11-21,20.100200653076172
2023-11-22,20.228229522705078
2023-11-24,20.07276725769043
2023-11-27,20.31967544555664
2023-11-28,20.365400314331055
2023-11-29,20.63059425354004
2023-11-30,20.493425369262695
2023-12-01,20.810260772705078
2023-12-04,20.718425750732422
2023-12-05,20.993940353393555
2023-12-06,21.150060653686523
2023-12-07,21.150060653686523
2023-12-08,21.012298583984375
2023-12-11,20.993940353393555
2023-12-12,21.140878677368164
2023-12-13,21.62761116027832
2023-12-14,22.00414276123047
2023-12-15,21.958223342895508
2023-12-18,21.7932071685791
2023-12-19,21.848522186279297
2023-12-20,21.913053512573242
2023-12-21,21.857742309570312
2023-12-22,21.802433013916016
2023-12-26,21.885398864746094
2023-12-27,22.171180725097656
2023-12-28,22.106647491455078
2023-12-29,21.931486129760742
2024-01-02,21.737895965576172
2024-01-03,21.701021194458008
2024-01-04,21.50742530822754
2024-01-05,21.378360748291016
2024-01-08,21.636491775512695
2024-01-09,21.66414451599121
2024-01-10,21.618051528930664
2024-01-11,21.765552520751953
2024-01-12,21.811649322509766
2024-01-16,21.498210906982422
2024-01-17,21.461336135864258
2024-01-18,21.378360748291016
2024-01-19,21.442893981933594
2024-01-22,21.50742530822754
2024-01-23,21.387582778930664
2024-01-24,21.341487884521484
2024-01-25,21.525861740112305
2024-01-26,21.452116012573242
2024-01-29,21.5811767578125
2024-01-30,21.710237503051758
2024-01-31,21.77477264404297
2024-02-01,22.02931022644043
2024-02-02,21.742372512817383
2024-02-05,21.446182250976562
2024-02-06,21.603538513183594
2024-02-07,21.483203887939453
2024-02-08,21.316598892211914
2024-02-09,21.27031707763672
2024-02-12,21.261056900024414
2024-02-13,20.96487045288086
2024-02-14,21.085195541381836
2024-02-15,21.187015533447266
2024-02-16,21.103710174560547
2024-02-20,21.16850471496582
2024-02-21,21.103710174560547
2024-02-22,21.149988174438477
2024-02-23,21.27957534790039
2024-02-26,21.187015533447266
2024-02-27,21.149988174438477
2024-02-28,21.1314754486084
2024-02-29,21.187015533447266
2024-03-01,21.3413143157959
2024-03-04,21.276247024536133
2024-03-05,21.452848434448242
2024-03-06,21.564393997192383
2024-03-07,21.59227752685547
2024-03-08,21.620161056518555
2024-03-11,21.648048400878906
2024-03-12,21.545801162719727
2024-03-13,21.49932861328125
2024-03-14,21.266950607299805
2024-03-15,21.313426971435547
2024-03-18,21.229772567749023
2024-03-19,21.294832229614258
2024-03-20,21.322721481323242
2024-03-21,21.37849235534668
2024-03-22,21.49932861328125
2024-03-25,21.37849235534668
2024-03-26,21.37849235534668
2024-03-27,21.582977294921875
2024-03-28,21.601572036743164
2024-04-01,21.27116584777832
2024-04-02,21.233829498291016
2024-04-03,21.233829498291016
2024-04-04,21.26182746887207
2024-04-05,21.131160736083984
2024-04-08,21.18716049194336
2024-04-09,21.33650016784668
2024-04-10,20.925819396972656
2024-04-11,20.841821670532227
2024-04-12,20.907150268554688
2024-04-15,20.561813354492188
2024-04-16,20.468475341796875
2024-04-17,20.627147674560547
2024-04-18,20.571147918701172
2024-04-19,20.599143981933594
2024-04-22,20.645816802978516
2024-04-23,20.683155059814453
2024-04-24,20.54314613342285
2024-04-25,20.468475341796875
2024-04-26,20.580480575561523
2024-04-29,20.701820373535156
2024-04-30,20.533811569213867
2024-05-01,20.661306381225586
2024-05-02,20.811298370361328
2024-05-03,20.9987850189209
2024-05-06,21.092529296875
2024-05-07,21.120655059814453
2024-05-08,21.02691078186035
2024-05-09,21.092529296875
2024-05-10,21.008161544799805
2024-05-13,21.01753044128418
2024-05-14,21.101905822753906
2024-05-15,21.34564208984375
2024-05-16,21.31751823425293
2024-05-17,21.25189781188965
2024-05-20,21.223777770996094
2024-05-21,21.270647048950195
2024-05-22,21.270647048950195
2024-05-23,21.120655059814453
2024-05-24,21.20502471923828
2024-05-28,20.9987850189209
2024-05-29,20.830049514770508
2024-05-30,20.9987850189209
2024-05-31,21.15814971923828
2024-06-03,21.358654022216797
2024-06-04,21.490442276000977
2024-06-05,21.612812042236328
2024-06-06,21.58457374572754
2024-06-07,21.302175521850586
2024-06-10,21.217456817626953
2024-06-11,21.349241256713867
2024-06-12,21.509267807006836
2024-06-13,21.669292449951172
2024-06-14,21.725770950317383
2024-06-17,21.56574821472168
2024-06-18,21.697525024414062
2024-06-20,21.58457374572754
2024-06-21,21.59398651123047
2024-06-24,21.631643295288086
2024-06-25,21.631643295288086
2024-06-26,21.424543380737305
2024-06-27,21.48102569580078
2024-06-28,21.226865768432617
2024-07-01,21.034019470214844
2024-07-02,21.21363639831543
2024-07-03,21.431062698364258
2024-07-05,21.572866439819336
2024-07-08,21.61068344116211
2024-07-09,21.535053253173828
2024-07-10,21.61068344116211
2024-07-11,21.76193618774414
2024-07-12,21.865924835205078
2024-07-15,21.667402267456055
2024-07-16,21.884830474853516
2024-07-17,21.903738021850586
2024-07-18,21.76193618774414
2024-07-19,21.639039993286133
2024-07-22,21.601228713989258
2024-07-23,21.563411712646484
2024-07-24,21.32707405090332
2024-07-25,21.47833251953125
2024-07-26,21.648496627807617
2024-07-29,21.705215454101562
2024-07-30,21.714670181274414
2024-07-31,21.903738021850586
2024-08-01,21.994871139526367
