Date,Close,High,Low,Open,Volume
2021-01-01,28.078699111938477,28.0939998626709,27.924999237060547,28.087499618530273,0
2021-01-04,28.054000854492188,28.117000579833984,27.968000411987305,28.05500030517578,0
2021-01-05,28.10099983215332,28.110000610351562,27.88800048828125,28.104799270629883,0
2021-01-06,27.954999923706055,28.018999099731445,27.878000259399414,27.951000213623047,0
2021-01-07,27.829999923706055,28.03219985961914,27.829999923706055,28.008800506591797,0
2021-01-08,27.926799774169922,28.053699493408203,27.885000228881836,27.916500091552734,0
2021-01-11,28.017000198364258,28.039499282836914,27.871999740600586,28.00200080871582,0
2021-01-12,28.020700454711914,28.038000106811523,27.895700454711914,27.899999618530273,0
2021-01-13,27.97800064086914,28.027000427246094,27.863000869750977,27.977699279785156,0
2021-01-14,28.01799964904785,28.04199981689453,27.88599967956543,28.017000198364258,0
2021-01-15,27.986900329589844,28.034000396728516,27.87660026550293,27.988000869750977,0
2021-01-18,27.9822998046875,28.043800354003906,27.96769905090332,28.043500900268555,0
2021-01-19,27.982200622558594,28.030000686645508,27.957500457763672,27.994199752807617,0
2021-01-20,27.915000915527344,28.010000228881836,27.908199310302734,27.908199310302734,0
2021-01-21,27.889999389648438,28.000999450683594,27.863000869750977,27.86870002746582,0
2021-01-22,27.958799362182617,28.018999099731445,27.875,27.958499908447266,0
2021-01-25,27.95159912109375,28.010000228881836,27.95400047302246,27.957599639892578,0
2021-01-26,27.920000076293945,28.031999588012695,27.90369987487793,27.93429946899414,0
2021-01-27,27.917999267578125,28.026199340820312,27.908000946044922,27.917999267578125,0
2021-01-28,27.933000564575195,28.11989974975586,27.9237003326416,27.9237003326416,0
2021-01-29,27.932600021362305,28.05900001525879,27.92799949645996,27.93560028076172,0
2021-02-01,28.000999450683594,28.045000076293945,27.923999786376953,28.000999450683594,0
2021-02-02,27.950300216674805,28.007999420166016,27.926599502563477,27.954999923706055,0
2021-02-03,27.857999801635742,27.972000122070312,27.84869956970215,27.849000930786133,0
2021-02-04,27.86400032043457,27.996000289916992,27.860000610351562,27.91699981689453,0
2021-02-05,27.90290069580078,28.006000518798828,27.899999618530273,27.921600341796875,0
2021-02-08,27.973600387573242,28.038999557495117,27.878999710083008,27.96579933166504,0
2021-02-09,27.88089942932129,28.013999938964844,27.8799991607666,27.881000518798828,0
2021-02-10,27.853900909423828,28.018999099731445,27.81999969482422,27.863000869750977,0
2021-02-11,27.961299896240234,28.027000427246094,27.865999221801758,28.009700775146484,0
2021-02-12,27.943099975585938,28.05900001525879,27.847000122070312,27.96299934387207,0
2021-02-15,28.014999389648438,28.027999877929688,27.952199935913086,28.014999389648438,0
2021-02-16,27.993999481201172,28.062000274658203,27.89069938659668,27.992300033569336,0
2021-02-17,28.040000915527344,28.06049919128418,27.933000564575195,27.933000564575195,0
2021-02-18,27.918699264526367,27.986000061035156,27.907800674438477,27.922000885009766,0
2021-02-19,27.86079978942871,27.965999603271484,27.860700607299805,27.8700008392334,0
2021-02-22,27.907800674438477,27.93899917602539,27.832000732421875,27.90049934387207,0
2021-02-23,27.80940055847168,27.922000885009766,27.80900001525879,27.80900001525879,0
2021-02-24,27.850200653076172,27.88800048828125,27.81220054626465,27.8439998626709,0
2021-02-25,27.649999618530273,27.844999313354492,27.649999618530273,27.82699966430664,0
2021-02-26,27.764999389648438,27.915000915527344,27.729000091552734,27.77899932861328,0
2021-03-01,27.854999542236328,27.8799991607666,27.795499801635742,27.856000900268555,0
2021-03-02,27.819000244140625,27.926000595092773,27.717100143432617,27.819000244140625,0
2021-03-03,27.739999771118164,27.8799991607666,27.707000732421875,27.739999771118164,0
2021-03-04,27.719999313354492,27.854000091552734,27.7106990814209,27.7106990814209,0
2021-03-05,27.812999725341797,27.976999282836914,27.812700271606445,27.813100814819336,0
2021-03-08,27.927499771118164,28.237600326538086,27.927499771118164,27.934099197387695,0
2021-03-09,28.283000946044922,28.378999710083008,28.226699829101562,28.283000946044922,0
2021-03-10,28.25200080871582,28.35300064086914,28.243000030517578,28.25,0
2021-03-11,28.20199966430664,28.305999755859375,28.11199951171875,28.204099655151367,0
2021-03-12,28.000999450683594,28.27400016784668,27.99799919128418,28.000999450683594,0
2021-03-15,28.145700454711914,28.284000396728516,28.13479995727539,28.227500915527344,0
2021-03-16,28.176700592041016,28.288000106811523,28.167400360107422,28.167400360107422,0
2021-03-17,28.236499786376953,28.33300018310547,28.175600051879883,28.242799758911133,0
2021-03-18,28.217599868774414,28.400999069213867,28.225200653076172,28.238000869750977,0
2021-03-19,28.404699325561523,28.47599983215332,28.343000411987305,28.386499404907227,0
2021-03-22,28.38610076904297,28.493000030517578,28.082000732421875,28.388999938964844,0
2021-03-23,28.3085994720459,28.479000091552734,28.27899932861328,28.310199737548828,0
2021-03-24,28.402999877929688,28.552000045776367,28.44099998474121,28.489200592041016,0
2021-03-25,28.48069953918457,28.636999130249023,28.468000411987305,28.484699249267578,0
2021-03-26,28.503299713134766,28.655000686645508,28.50589942932129,28.523300170898438,0
2021-03-29,28.585500717163086,28.628999710083008,27.062999725341797,28.575599670410156,0
2021-03-30,28.52750015258789,28.57900047302246,28.44070053100586,28.501300811767578,0
2021-03-31,28.441099166870117,28.53499984741211,28.430200576782227,28.441099166870117,0
2021-04-01,28.374399185180664,28.590999603271484,28.367300033569336,28.396099090576172,0
2021-04-02,28.461700439453125,28.540000915527344,28.415000915527344,28.415000915527344,0
2021-04-05,28.530500411987305,28.545000076293945,28.442699432373047,28.530500411987305,0
2021-04-06,28.387100219726562,28.514999389648438,28.400800704956055,28.400800704956055,0
2021-04-07,28.431800842285156,28.4689998626709,28.34869956970215,28.44099998474121,0
2021-04-08,28.350400924682617,28.581499099731445,28.258499145507812,28.374000549316406,0
2021-04-09,28.37070083618164,28.48200035095215,28.37070083618164,28.37070083618164,0
2021-04-12,28.5,28.5,28.42449951171875,28.5,0
2021-04-13,28.393600463867188,28.492000579833984,28.393600463867188,28.39430046081543,0
2021-04-14,28.413700103759766,28.474000930786133,28.407699584960938,28.41550064086914,0
2021-04-15,28.33370018005371,28.524700164794922,28.29319953918457,28.34480094909668,0
2021-04-16,28.24530029296875,28.485000610351562,28.2101993560791,28.312999725341797,0
2021-04-19,28.2549991607666,28.342300415039062,28.11319923400879,28.310199737548828,0
2021-04-20,28.12700080871582,28.24650001525879,27.9064998626709,28.098899841308594,0
2021-04-21,28.025999069213867,28.132999420166016,28.025699615478516,28.025699615478516,0
2021-04-22,27.979999542236328,28.121000289916992,27.989999771118164,27.989999771118164,0
2021-04-23,28.086299896240234,28.1299991607666,28.029699325561523,28.086299896240234,0
2021-04-26,28.031999588012695,28.055099487304688,27.80500030517578,28.031999588012695,0
2021-04-27,27.808000564575195,27.93000030517578,27.808300018310547,27.808500289916992,0
2021-04-28,27.897199630737305,27.923999786376953,27.821699142456055,27.90399932861328,0
2021-04-29,27.783000946044922,27.922500610351562,27.783000946044922,27.81570053100586,0
2021-04-30,27.766000747680664,27.93400001525879,27.766000747680664,27.766000747680664,0
2021-05-03,27.846500396728516,27.985000610351562,26.457000732421875,27.847000122070312,0
2021-05-04,27.923999786376953,28.003000259399414,27.869699478149414,27.923999786376953,0
2021-05-05,27.893199920654297,27.989999771118164,27.89299964904785,27.89349937438965,0
2021-05-06,27.885000228881836,27.983999252319336,27.879600524902344,27.961000442504883,0
2021-05-07,27.947999954223633,27.95400047302246,27.724700927734375,27.94700050354004,0
2021-05-10,27.75279998779297,27.820999145507812,27.670000076293945,27.753599166870117,0
2021-05-11,27.731300354003906,27.952999114990234,27.718000411987305,27.731300354003906,0
2021-05-12,27.91699981689453,28.04800033569336,27.80699920654297,27.80699920654297,0
2021-05-13,28.02400016784668,28.044300079345703,27.9148006439209,28.015300750732422,0
2021-05-14,27.937000274658203,27.986000061035156,27.82699966430664,27.937000274658203,0
2021-05-17,27.95989990234375,28.125,27.946500778198242,27.962499618530273,0
2021-05-18,28.05419921875,28.100000381469727,26.38599967956543,28.03529930114746,0
2021-05-19,27.965499877929688,28.04199981689453,27.931800842285156,27.979999542236328,0
2021-05-20,27.890899658203125,28.00320053100586,27.877700805664062,27.885799407958984,0
2021-05-21,27.95050048828125,28.081499099731445,27.74850082397461,27.960500717163086,0
2021-05-24,27.948999404907227,27.99049949645996,27.850000381469727,27.948999404907227,0
2021-05-25,28.012399673461914,28.012500762939453,27.761199951171875,27.843000411987305,0
2021-05-26,27.820499420166016,27.922500610351562,27.728700637817383,27.806400299072266,0
2021-05-27,27.667999267578125,27.843000411987305,27.663000106811523,27.663000106811523,0
2021-05-28,27.78700065612793,27.808500289916992,27.663799285888672,27.78700065612793,0
2021-05-31,27.6200008392334,27.707700729370117,27.50320053100586,27.6200008392334,0
2021-06-01,27.516700744628906,27.621999740600586,27.420000076293945,27.519699096679688,0
2021-06-02,27.58180046081543,27.74449920654297,27.44499969482422,27.592199325561523,0
2021-06-03,27.54400062561035,27.763599395751953,27.470399856567383,27.54400062561035,0
2021-06-04,27.62380027770996,27.84939956665039,25.336999893188477,27.631500244140625,0
2021-06-07,27.535999298095703,27.73699951171875,27.524999618530273,27.535999298095703,0
2021-06-08,27.622800827026367,27.796300888061523,27.52039909362793,27.62030029296875,0
2021-06-09,27.58690071105957,27.87350082397461,27.576499938964844,27.583499908447266,0
2021-06-10,27.779499053955078,27.779499053955078,27.62299919128418,27.776199340820312,0
2021-06-11,27.5575008392334,27.77750015258789,27.540000915527344,27.5575008392334,0
2021-06-14,27.641000747680664,27.726900100708008,27.62350082397461,27.641000747680664,0
2021-06-15,27.63680076599121,27.71179962158203,27.48150062561035,27.625,0
2021-06-16,27.561199188232422,27.720300674438477,27.550100326538086,27.56130027770996,0
2021-06-17,27.67799949645996,27.80699920654297,27.67300033569336,27.797500610351562,0
2021-06-18,27.684999465942383,27.90399932861328,27.669200897216797,27.68079948425293,0
2021-06-21,27.7810001373291,27.958999633789062,27.77440071105957,27.7810001373291,0
2021-06-22,27.947500228881836,28.051000595092773,27.763500213623047,27.947500228881836,0
2021-06-23,27.950300216674805,28.13050079345703,27.9325008392334,27.972999572753906,0
2021-06-24,28.034700393676758,28.081499099731445,27.875,28.027099609375,0
2021-06-25,27.906099319458008,28.012300491333008,27.851499557495117,27.89780044555664,0
2021-06-28,27.865800857543945,27.90999984741211,27.785999298095703,27.865800857543945,0
2021-06-29,27.81599998474121,28.035499572753906,27.77239990234375,27.81369972229004,0
2021-06-30,27.875900268554688,27.9685001373291,27.837799072265625,27.872600555419922,0
2021-07-01,27.81800079345703,27.923999786376953,27.815000534057617,27.840499877929688,0
2021-07-02,27.878999710083008,28.137500762939453,27.877199172973633,27.878999710083008,0
2021-07-05,27.937999725341797,27.962200164794922,27.856800079345703,27.93779945373535,0
2021-07-06,27.968799591064453,27.989700317382812,27.840999603271484,27.970600128173828,0
2021-07-07,27.896900177001953,28.124500274658203,27.82349967956543,27.90959930419922,0
2021-07-08,27.88159942626953,28.152999877929688,27.881500244140625,27.881500244140625,0
2021-07-09,27.959999084472656,28.08099937438965,26.92799949645996,27.959999084472656,0
2021-07-12,27.951000213623047,28.046199798583984,27.951000213623047,27.951000213623047,0
2021-07-13,27.959199905395508,28.031999588012695,27.934999465942383,27.960599899291992,0
2021-07-14,28.01919937133789,28.055599212646484,27.958499908447266,28.020599365234375,0
2021-07-15,27.96660041809082,28.014999389648438,27.877300262451172,27.963699340820312,0
2021-07-16,27.87969970703125,28.012500762939453,26.492000579833984,27.878700256347656,0
2021-07-19,27.972000122070312,28.12150001525879,27.97130012512207,27.972000122070312,0
2021-07-20,28.077299118041992,28.104000091552734,28.013999938964844,28.076400756835938,0
2021-07-21,27.999099731445312,28.07900047302246,27.979400634765625,27.999099731445312,0
2021-07-22,27.961599349975586,28.038999557495117,27.9591007232666,27.959999084472656,0
2021-07-23,27.99570083618164,28.06879997253418,27.979999542236328,27.996599197387695,0
2021-07-26,28.018299102783203,28.090999603271484,28.010700225830078,28.02120018005371,0
2021-07-27,28.047199249267578,28.086999893188477,27.99449920654297,28.045299530029297,0
2021-07-28,28.02389907836914,28.059999465942383,27.913000106811523,28.023700714111328,0
2021-07-29,27.89900016784668,27.990999221801758,27.8612003326416,27.898000717163086,0
2021-07-30,27.844999313354492,27.976999282836914,27.827999114990234,27.851600646972656,0
2021-08-02,27.924100875854492,27.966999053955078,27.894800186157227,27.917999267578125,0
2021-08-03,27.920900344848633,27.940000534057617,27.88249969482422,27.92329978942871,0
2021-08-04,27.850299835205078,27.90999984741211,27.73259925842285,27.84869956970215,0
2021-08-05,27.71470069885254,27.801000595092773,27.71269989013672,27.717100143432617,0
2021-08-06,27.72640037536621,27.868999481201172,27.719600677490234,27.723499298095703,0
2021-08-09,27.82229995727539,27.86199951171875,27.789199829101562,27.821800231933594,0
2021-08-10,27.785600662231445,27.858999252319336,27.782699584960938,27.783199310302734,0
